	id	sentence1	sentence2	is_duplicate
403945	246f4e7d38fac76b106603f4d	What is the best way to set up an eCommerce website?	What is the best way to create an ecommerce website?	1.0
371774	721399c13ebfcf677f7c16806	How do I get a girl to look past my physical appearance?	How do I get a girl to look past my looks and see me for who I am?	1.0
90559	dd0c3abb296a57da3f6b3240a	What are the most difficult and useful things people have to learn in their 20s?	What is the most important thing to do in your 20s?	0.0
18599	bdc008c4e79f4e7f1bcfa9feb	What was the main reason behind Chernobyl Nuclear disaster? Was it possible for this to be prevented?	What was the main reason behind Chernobyl Nuclear disaster?	1.0
91670	de6d39f21c92926f33868c27e	How can we remove fat from our hips?	How do I lose fat from thighs and hips as soon as possible?	1.0
122803	af0efc6fe39a690024fef1b26	What were the positive, unexpected surprises in your life?	What are some (positive) surprises you had in life?	0.0
263417	eae81c341df6b5dbe2385e108	Where is a good place to live as an incoming UCLA grad student?	What are good living options near campus for UCLA grad students?	1.0
401391	0c36d202d9b528caa0763d28c	Is there any way in Gmail to recall or delete the mail which is already sent, say before 1hr?	I blocked a guy on Gmail. After unblocking him from gmail, will I get the mails he sent me while I blocked him?	0.0
211030	b433213e47ce6360f25175b66	My age is above17 but less than 18.I have applied for Indian passport under minor category upto age 18.Will I be issued a passport of 5 year validity?	What’s the best way to index/file your work so your co-workers can easily find it?	0.0
309356	7d57afe0bb7dbfce1e79cab3e	How do I succeed at Microsoft as a vendor?	India legal cricket betting sites?	0.0
185495	55f7d3bbc39eb5b0da92d71ba	What's the typical English word for cobra's hood?	How do I get my best friend to keep my secret?	0.0
70265	c20c7ed1f6d1b35121b7d7b5e	Will the value of rupee increase after the 500 and 1000 rupees notes are banned?	Will demonetization increase rupee value against dollar?	1.0
254624	4a948aeb2a42f3ba8f486bbbb	How many mobile internet users in Australia?	How many mobile Internet users are there in Russia?	0.0
338577	b84101ecb39c121885975975f	How can I turn my life around in college?	What's the best way to turn your life around?	0.0
321212	7da46cf46cdb1fc1975e46bd9	How do I convert videos by reducing file size for whatsapp sharing?	How do I convert 3GB video file from 1080p to 720p?	0.0
182531	4363062794250da0230132f58	Smartphones: Would using tempered glass over a cracked screen make it looks less broken?	My glass screen protector is broken. How do I fix it?	0.0
175370	2b29c93ec90a658b413f06d94	What are the Illuminati and what symbolism appears on the American dollar bill?	Why are there Illuminati symbols on the dollar bill?	1.0
167710	33d9ccbb9ad65db42d62b6570	How relevant are the answers on Quora?	What are your views on the relevance of answers in Quora?	0.0
237178	37582d83ac1d1298a2cf75151	Is the Indian post reliable for sending documents to the US universities?	Do Indians who have migrated to the US experience racism?	0.0
129982	c77922c3238b40d47b64b7800	How would a Hillary Clinton presidency be different than Obama's?	How would a Clinton presidency differ from an Obama presidency?	1.0
68047	dfe5f0c98a8cc1ae87bd1ade8	For what purpose JavaScript is used?	Why is JavaScript used?	0.0
272606	1634714500e591b0caa7e5a15	How do you know if your partner is cheating on you?	Would you cheat if you learned your partner cheated on you?	0.0
162747	da13c766e502c6bc3b2c07703	Theoretically speaking if Prince Harry was made a Duke and parliament wanted his dukedom to have an annual income; could that happen?	How is the instinct to allow someone to hurt you after hurting them natural?	0.0
303841	8d3d514e118f8787c2f559a18	Why were the planets named after Roman gods and not Greek gods in the English language?	Why are all the planets named after the characters of Roman mythology rather than Greek mythology?	1.0
361275	294044183a855220f65061212	Is man inherently good or evil?	Are some people inherently evil?	1.0
38741	4d5dc0a471bb9184015fb981e	Why can't I listen to music while in a skype call using the JBL clip+ ?	Why cant I focus while listening to music?	0.0
133705	bb5ccd61a593e412a8163e558	How do I start an online advertising company?	How do I start an advertising company?	0.0
14028	7098c3c924d197f70441584aa	How is everyone today?	How's everyone doing?	1.0
80808	e241c2f87e44166353bc12779	What is the best phone I can buy under the price of 15000?	Which is the best phone below 15000?	1.0
154652	6e0852c28a29524f28d58671f	Is there a way to extract projects with leaders and without from GitHub data set?	What happens when two countries are at war, and are competing in the Olympics?	0.0
322661	ec21710b36ff796bf4b3d6550	What are the largest classes at the University of South Dakota? Are they worth taking? What is the workload like for them?	What are the largest classes at the University of South Carolina? Are they worth taking? What is the workload like for them?	0.0
97135	d853729dfebeeaecce5c86dd7	What are some words from other languages that are not available in English?	What are concepts in other languages for which there is no English word/phrase?	1.0
245418	2d4fc46de28ebae6f3c91ce71	What is the best book to read about Chanakya?	What are the best books on Chanakya?	1.0
154892	e77ca7712ff96918c72506de0	How would planned parenthood change in a universal healthcare system?	How can we get the American Democratic and Republican parties to see eye-to-eye with each other?	0.0
12129	09612b8e94e57730cbd4821f2	What is a log line in a TV script?	What major plot lines of A Game of Thrones weren't covered in the TV series?	0.0
359014	52d399743a0420ca3f653bf3a	How can I get account statements prior to April 2014 from State Bank of India? It’s not available online for the time before April 2014.	With $80 million in new capital (April 9th, 2014) and no business model, what are the possible ways for Quora to generate revenue without losing its users?	0.0
164710	a0b01ecf57dedec372795aeeb	Will I get a MBBS seat if I score 365/720 in NEET?	Will I get a MBBS seat if I score 397/720 in NEET 2016?	0.0
386926	305285a31bd3da14790c70006	What present day island were settled by the Vikings? What is the history behind them?	Why is it ok to show gunfights and explosions on TV but F words are not okay?	0.0
191527	26011cd9b13a6743b19cecf6d	I am a medical transcriptionist from India, how can I get direct work from the client?	How do I stop sleeping all day, missing classes and responsibilities, and avoiding seeing people at all?	0.0
334405	203b3fe588c798f434d2e0d25	How long will a ktm duke 200 last? 10 years?	Has KTM limited the top speed of the KTM Duke 200?	0.0
141714	1dca5d748bd3f171dc6758a82	What do you write about in your journal?	How do you write your journal?	1.0
321201	61db8c48286966b5977797e25	What is magento dedicated server hosting?	What are the advantages of dedicated server hosting?	0.0
15973	1113b962790f2892d613e3625	What is the most important thing for you?	What is the most important thing?	0.0
186606	13098430eb1a73bc6c3880b0b	Can I become a good doctor with an average IQ?	Can a person with average marks become a great doctor?	1.0
382527	277e7044d22b5dc54b95af211	Which 2016 Presidential candidate does Tim Canova support, after Bernie Sanders withdrew from the race?	Was Bernie Sanders's 2016 presidential run a fraud?	0.0
169763	5f449a5328080611ad04fe0d1	Is Detroit a dead city?	Is Detroit dead?	1.0
62965	7bb7f2fdf2b032868ab76bd1e	What heights do planes in India fly?	Can we fly our own plane in India?	0.0
256768	7e2f9daa18cb6204acd0a85c5	What are the applications of eigen values?	What are the applications eigen values and vectors?	0.0
270493	63bd597f79c16b96d8888d520	What are come cool facts about ancient pyramids?	What are some less known facts about pyramids?	1.0
362749	ee9f89fa21eadf93dc7de1814	What is the best method to find roots of any typical cubic equation?	How do I find roots for a cubic equation?	1.0
149071	7a6a7333db9f1dd15086a8ad5	What does green phone icon on messenger mean?	Does green dot next to the phone icon on messenger mean person is on a call?	0.0
377595	a2cc25166b12a3f5bc4a49220	How long will meth stay in my system if I inject it?	How long meth stay in system?	1.0
304380	a168a8eb64e21d3f8dcc4fa9e	Why do many small businesses never expand?	What are some small scale business ideas? How can we expand small scale ventures?	0.0
301965	ad130fcd6dc01c3ca01bb00c7	What are you doing right now and why?	What are you doing right now?	0.0
237172	c100dbf969ff180ae07c325ad	What do you wish you knew at age 30?	What do you wish you knew in your 30's?	1.0
52745	c8d6b174a1c9782a2d9691246	How do I speak English fluently at an interview?	How can I speak fluent english with confidence?	1.0
249725	1ed6daf199b4eaff3da36662d	What is the best game ever?	Which is the best game ever?	1.0
300152	1f223581801cd4f8bd7c24244	Which is the best course for digital marketing?	Which is the best digital marketing course?	1.0
309406	9ecb816aaa74c2b8ba6f12e0d	What should I do if I miss my grandma who has passed away?	What about your grandparents did you miss most after they passed away?	0.0
185376	c6ef7bd3c88d959499e8febf7	Should I buy Intex Aqua 5.5 VR or Moto E3 Power considering both are under my budget and I like to change my phone every year?	I bought a new Moto e3 power phone. There is no Moto gallery app. How can I get it?	0.0
24794	fe90185828ed7a86d360bb6f4	What are the impact of inflation in india?	What are the impacts of inflation on India?	1.0
120111	ea8c20a2d36ddbe921efd2f2f	Sex: What is the quickest way to get an erection very fast?	What's the average size of an adult human penis? Does the average vary among people from different continents or ethnic groups?	0.0
320038	c4be66e3814c12a286de5e851	How do I write good satire?	How do I write a good satire?	1.0
215735	abda239785655300db48f3d4c	Which is the best call blocker for Android? Caller must not know that App hung up the call (Phone is busy). What are other ways to block them?	Which is the best call blocker application in Android?	0.0
23087	f681dbd5f7e6459e23b579ddb	How are store bought Bacon Bits made?	What are bacon bits made out of?	1.0
354100	a1588ebd4d742816cb06e4c7a	What is the average KPH rate in data entry jobs?	How do I get an online job in data entry or typing in India?	0.0
70259	c036412cd6a2097eb064b2ff6	What will if I wrongly filled student detail for infosys placement?	What are the topics I should go over to prepare for an  Infosys placement interview?	0.0
198938	020473cac0136a30532d4c145	Since hell exists in the Marvel universe, if a supervillian dies and comes back to life does that count as fleeing the country to avoid punishment?	How do you solve the mathematical equation y=mx+b?	0.0
15109	ff8a6aaefd9dc30635626f046	What are examples of solids?	What are some examples of solids?	1.0
258421	d299d60a251c0ba54e558a676	What is the best photo?	What is the best photo in the world?	1.0
75728	e508bfd99360a232966d0360a	"""How was the """"algorithm"""" of biological evolution created?"""	How does evolution work?	0.0
399205	7f3fc6ade6b394bdaf74c0ab5	Who was the youngest pregnant girl?	Who is the youngest mother in the world?	1.0
186355	193dd66057246b07e85e283af	How will the demonetisation of ₹500, ₹1000 notes and simultaneously introducing higher denomination ₹2000 notes will recover black money?	How will the new currency notes of denomination 500 and 2000 curb black money?	1.0
136886	8af19dfa1dc3dea470877b21d	How would Conor McGregor fair against Muhammed Ali?	How do I remove a proxy-hijacker virus from laptop?	0.0
179815	3345e527d4a50bcdac66988f9	What was the universe before Big Bang?	What was there before the Universe?	1.0
246563	4fc29b7f722d6892c5a3309ee	What are some good websites or tutorials to learn functional programming on Python?	Can the Yamaha Clavinova CVP 709 GP do everything a Tyros 5 can?	0.0
325788	5f32d473922d6f1f30ad9b76e	What is the hottest tech startup?	What are the hottest tech startups in India?	0.0
263668	487f89624b69e7036092e018f	What is the best way to delete a computer virus?	How do I get rid of a computer virus?	1.0
14740	8ebddf2cbde58a9d2874fe5dc	How can we earn money online without investment?	How can I earn money online easily?	1.0
110948	c37e0e1d1c822c5e7ef1790a1	Where can I get best children story books in Australia?	Where can I get best kids story books In Australia?	1.0
390449	9b3f7643afd594521e5cf8895	How do smart and successful people control their emotions?	How one can control impulsive emotions?	1.0
286870	a72baab4a0cd8d6e2b248b26b	I like to ride on my husband's penis during intercourse but I get so wet that it keeps slipping out of my vagina. What do I do?	Why does my vagina become dry and his penis become soft during sex?	0.0
385708	640950c7a6b02174d28a7f2b3	I am not confident enough to take on a leadership role and this hinders my career growth. What can I do to overcome this fear and get ready?	I often have the right answer in my class, but I am not confident enough to say it. How do I overcome this?	0.0
58931	d5bffe8d8a6a82bc5e101ff41	How did Don't Breathe (2016 movie) get greenlit? What's the backstory of how the movie got made?	How did Sultan (2016 movie) get greenlit? What's the backstory of how the movie got made?	0.0
305205	8dfc737951a75b6fe30a94567	Is Donald Trump really a racist?	Why do people think Trump is racist?	1.0
92740	b50eac7a45370040e9b0cb6b3	Is Donald Trump a good president?	Will Donald Trump be a good President?	0.0
31967	4cfdaa3ef8c313f10f5a80826	Which kind of writer do most wannabes aspire to be? Novelist, playwright, screenwriter?	Does shivagange hills have to be trekked or can car reach the peak?	0.0
40241	2f21699fcaab8f754396ea7c3	How can we get more YouTube subscribers?	How do I get from 0 to 100 subscribers on YouTube?	0.0
106320	cbeaf52c172927efe050794b5	What is a dark pool?	"""What are """"dark pools"""" of liquidity?"""	0.0
347940	32ddbe1a1c4335432e7e45ca7	Harvard University: Who are the most distinctive faculty in the Harvard's MCB Department?	Harvard University: Who are the most distinctive faculty in the Harvard History department?	0.0
145154	06f6bfddbc321a32dc1480711	What are the functions of a brown electrical wire?	What is a neutral wire?	0.0
147223	0fd428d1a950a9d2fe6c56eac	How can I stop getting infatuated?	How do I stop infatuation?	1.0
52995	0dc7b6cdf11963bc2610cfd61	Which US cities are projected to be doing best in rank order and by what metrics such as financially over the coming decades? What impact might this have on quality & cost of living for people in cities projected to do well vs not?	Which US states are projected to be doing best in rank order and by what metrics such as financially over the coming decades? What impact might this have on quality & cost of living for people in states projected to do well vs not?	1.0
224714	fca0353218118bb712502992d	How did prediction algorithms used for the US presidential election go wrong?	How did the 2016 US election polls get it so wrong?	1.0
248549	641cc26e4250c327e1986bcd5	What’s it like to be gay?	What is it like to be gay?	1.0
152244	ff3c23c08ee5c42b38a2f0b43	Can we crack NIFT entrace exam in 1 months without any prior coaching?	Can I crack NIFT entrace exam in 1 month without any prior coaching?	1.0
377410	1344515a29a240a4ace7fbaf0	How long does it take to recover after a laparoscopic inguinal hernia surgery?	How is an athlete's performance affected after a hernia surgery?	0.0
179727	92ce0d63cd1af1886218f569e	How does someone become addicted to porn?	Is porn addictive?	0.0
74100	951eaaaa0c06d8db74b503683	Which car services are available in Manhattan? How good are they compared to taxis and relative to each other?	Which car services are available in Denver? How good are they compared to taxis and relative to each other?	0.0
265851	2f99fe0843ac859539487946c	How do I reduce body weight?	How should I lose weight?	1.0
123337	f1b5cd31e8535bc1d04ecc198	Which subject would be better MPH (public health) or biotechnology to be settled in the US or other developed countries?	Which is better to live in - USA or UK?	0.0
153761	a3ea809e6d39d4353956e4442	How can you learn to memorize things quickly?	How can I memorize quickly?	1.0
372056	5b37ec464d5daa12842502366	How do I enhance my English writing skills?	How do I improve my English writing skills?	1.0
176950	169c0dd09381b6c237187f0e1	What skills are needed for machine learning jobs?	How can anyone show off his/her machine learning skills?	0.0
32671	9dfd9761f0643556ff59fecb3	I've been single for almost 2 years. But why sometimes I feel jealous whenever I saw cute couples? I feel like I want to be in a relationship too	I am a hard-working person and I love what I do, but sometimes I feel lonely and sad. I feel like I just want to go away from people for some time. Why does this happen?	0.0
178600	734f8e07f1e75a79ab0706829	Which are the best books for IIT JEE? Should I buy modules and study material from VMC, FIITJEE, Resonance, etc.?	Which are the best books for IIT JEE?	1.0
290931	fc3ffeb2926854f7151d53996	How do you put a bit of sense in stupid?	How do you put a bit of sense in ignorant person?	1.0
206924	5f8a068908ecac7ffc80a010f	Can we do A.M.I.E and B.E together?	How long does it take to make a single episode of The Regular Show?	0.0
210265	516779a2c21bf800053930bc7	Does the fan direction for the CPU cooling make a difference?	In which direction should my CPU fan point for best cooling? Up or down? Is there anyone who have tested temperatures?	1.0
310980	4996242547d6d9c1254eb9ba4	How can I buy the Universal Book Number for my book on romance in Illinois, USA?	I have self-published a book on Amazon Kindle. I want to know how many people looked at my book without buying. How can I get the stats?	0.0
386880	fedc06696f661c6a5cf7f22ae	Can you do a beta reading of a international book on Travel in Kerala?	Can you do a beta reading of a international book on Travel in India?	0.0
59318	4b2d453304680a14221d3a79e	Is it good to invest in ETFs in India?	Is it good to invest in ETF in India?	1.0
31898	0ba254392fbd99c44c76fe171	What are some good places to visit at Kanyakumari?	What are the best travel places in and around Kanyakumari?	1.0
41758	59efd31f1ab8670d113d93273	How can I speak fluent english and get confident?	How do I speak fluent English with confidence?	1.0
212248	0b957a77037d809b4fe764ba0	Why does a swollen occipital lymph node cause a stiff neck?	What causes the lymph nodes to swell?	0.0
47251	2758a0a2cfb0be1af764d2619	Can VMware run Logic Pro X well?	What are some lesser-known sights to see when visiting Guangzhou, China?	0.0
272943	ccb10099a6fa6b466f6598b61	Can people not get addicted to drugs or alcohol?	Why do some people get addicted to alcohol?	0.0
375856	202a53d431b6b9b59d17db86e	How can I be a better person and improve my questions on Quora?	What are the 3 best things you would recommend to improve your questions on Quora?	1.0
20828	0aa63dd9f3a9c487758506fb7	How do I write a story for a girl crying?	Which Quora answer made you cry?	0.0
165506	a540480dc42e18f1ce99367c8	Which is a good inpatient drug and alcohol rehab center near New Haven County CT?	How much rupees can be exchanged to dollars per day?	0.0
179542	4b109d6d5339d1f96e35136d8	Why is the government abruptly banning the 500 Rupees and the 1000 rupees currency notes in India?	What do you think about the ban on 500 and 1000 denomination notes in India?	1.0
231807	f639fa7c057c6dc35500385b3	Does the Qur'an say that the Earth is flat?	Does the Quran state that the earth is flat?	1.0
10920	dfb5c43740b8bf896b9b8975e	How does charging the Mophie Juice Pack work?	How does charging the Mophie Juice Pack work on a Samsung Galaxy S III?	0.0
134396	35d68ce1fdfdd6340e0547fdc	What are the advantages of taking a nap in the afternoon?	What are he advantages of taking a nap in the afternoon?	1.0
110707	0cbdde5fd86d018df9ebd7248	How do I talk to my old friend?	Should I reach out to my old friend whom I haven't talked to in years?	0.0
200498	e302df4beaf1d22fa201418ed	What is cached data? Will it cause any problems, if we clear cached data?	"""If cache memory is used for quick data access, then why do we see the """"clear cache' option in most of the browsers as it is sounding advantageous?"""	0.0
317559	ea4735b977421619e551ebcc4	What are some unexpected things first-time visitors to Pakistan notice?	What are some unexpected things first-time visitors to Finland notice?	0.0
204111	3be642d2380a6304a2c26ae51	Ashes Cricket 2009 stutters on my new Asus R558UR laptop. What am I doing wrong?	What is it like living in the Gaza Strip today December 2016?	0.0
146448	e97fb571298d11adf68e2784a	What is the worst thing that could happen if Donald Trump becomes President?	What is the worst thing that could happen in a Donald Trump presidency?	1.0
364282	198a78738c3beaf14f300eaec	What are, if any, the medical benefits of fasting?	What are the benefits of water fasting?	1.0
85017	df0d013000527b349817d621e	Why would a LinkedIn user select the totally anonymous profile view setting?	Why do many people view LinkedIn profiles in private or anonymous mode?	1.0
305581	6cc9b8e5bc1f489585a903e66	Which is the best place to invest in Real Estate?	Where is best place to invest in real estate?	1.0
105784	b4bbb94e91d1e59591be40b1a	What are the best short films on YouTube?	What are some of the best short films available on the web?	0.0
252605	e3336c14343d20b2c7bae0dca	What's the difference between the financial sponsors group and the leveraged finance group in investment banking?	As a student, which one would you prefer- being a topper or being an average student? Why?	0.0
121689	9c7e629e920cc32a9b5cf6366	What are the best event listing websites in India (like MeraEvents) to list an event and perhaps also handle payments online?	What is the scope of event management in India? What are the best institutes for studying event management?	0.0
2443	fa1b968534e00e98ac5c88224	What is the district of Edgware and how does the lifestyle compare to the London Borough of Islington?	What is the county of Edgware and how does the lifestyle compare to the London Borough of Enfield?	0.0
189307	f2920252a422d80503dc5661f	Why do hot foods taste better than cold foods?	Why does food taste good when it's hot?	0.0
55516	2edee8242746de76d01d6aa1b	What are the most creative uses of tweets?	What are the most creative uses for dlvr.it?	0.0
396281	a5a5cdefa2773c09ff1802c83	How can I study for SAT Subject tests effectively?	Which SAT subject tests should I take if I have to self-study all of them?	0.0
57578	08e2603889744f6c2621bf267	What is the most important life lesson you've learned so far?	What's the most important life lesson?	1.0
195991	b711cc4fc0a235899c26b62c6	What are the available APIs for NLP (Natural Language Processing)?	What are some good talks on question answering in natural language processing (NLP)?	0.0
294843	a9b377128711de6ee9f322a9b	Has anyone got interview call through Google APAC 2017 Round C?	Has anyone got interview call through Google APAC 2017 Round D?	0.0
255610	da9e4f8d99ae1f287d6c5113f	I dated my mama (maternal uncle),he broke up and its been 2 years, he moved on but I'm still there, this is affecting my career too, what should I do?	My boyfriend just broke up with his ex one month ago, they had dated for 1 year and a half. He told me he loves me right now and he's trying to forget about his ex, but he brings her up too often. His ex cheated on him 3 times, but she still wants to get back with him right now. What should I do?	0.0
125524	d417237cdfff01f2639a9e933	Does rice cause acne?	Does curd cause acne?	0.0
50016	4739f3b1d3e0a6d62314e8af8	I am a dancer and I have my own class but I am financially weak and I want to help poor child to learn dance what should I do?	I am in TE mech engineering and I am also learning German. My family is in a financial crisis. I want to join GRE classes but have no money to pay the fees. What are ways so that I can support my studies or should I not join the class?	0.0
41226	c92ac5c2938949bbf50b6ed91	What is the scope of Remote Sensing and GIS in Civil Engineering?	What is the scope for remote sensing and GIS?	0.0
90325	2e6733d5320c5c7d24e38eace	How can I lose fat from my lower body?	How do you lose fat on your lower body?	1.0
146591	ffd557e6c3b2c0800972cc32a	Looking for English assignment help in Australia?	What are best practices for bug bounty programs?	0.0
283282	d12640d48a0555b1ed450ddd1	"""Would hell fire count as """"cruel and unusual punishment""""? And how can this be just if God is supposedly most gracious and most merciful?"""	Why is Liechtenstein considered to be the last remnant of the Roman Empire?	0.0
379637	5afb5036379bdf0f383171e9a	Should I join BHU for economics (Hons) if I am not getting into good colleges in DU?	What is the admission cat cut off for fms?	0.0
222068	474293475953bbf7113471455	Can an actor become a filmmaker?	How can I become a filmmaker?	0.0
188920	14256722df62298a444656d0a	What is your review of iPad 2?	What is your review of iPad?	0.0
387197	2e40a45e36e16d52531fa008c	What are some of the inspiring stories on teamwork for corporate world?	What are the most inspiring poems ever written?	0.0
51719	43194c27fff3fcef567d607d9	What is your review for the movie Dear Zindagi?	"""How is the review of movie """"Dear Zindagi""""?"""	1.0
75031	00512c71cff87090e5eb9387a	What are the most interesting facts about history?	What are some interesting facts about the history of France?	0.0
333695	313d36882cd1d93c54dc9275e	What are some producers in the coral reef?	Can we produce artificial coral reef?	0.0
60639	754dc782df7d3eaac245f4492	What kind of car do you drive?	What car do you drive?	1.0
392342	7d3d3f27af7b68a268b00629b	What is your current goal and why?	What is your current goal?	1.0
75782	66081dec4c8915ab1bb95232d	What does g = 9.81 m/s2 mean?	What is the answer to 81/27/9?	0.0
175543	2fadd12ffa2fad17e45b1a22b	Which is the best digital marketing course?	Which are the best online courses on digital marketing in India?	1.0
47773	ffdfc66bed94cfb95156949fe	What is job profile of Central Power Engineering Service (Central Electricity Authority) of electronics and communication engineer?	What were Queen Victoria's greatest accomplishments and how did they affect the British?	0.0
101855	96fa0112f5fbbfaa66ee5d48a	Can someone track your location because of your cellphone or cell number?	How do I track a criminal with is phone number?	1.0
29589	83bf3c7faa6c80aadcb85688e	Is IT cell of BJP active on Quora also?	Has the BJP IT Cell hijacked Quora?	1.0
117974	984c805dfba91dc6b37e5eb56	What are some tips on making it through the job interview process at Raptor Pharmaceuticals?	What are some tips on making it through the job interview process at West Pharmaceuticals?	0.0
352174	72b88c7a8a39291fa9dc1683a	Can Vicodin be used for hangovers? Why or why not?	How must Sasha and Malia Obama's lives be?	0.0
233763	cf72fa6d87816ea107a981e4b	What is the easiest way to apply for permanent residence in England?	Which is the easiest country to give a permanent residency for Indians?	0.0
139054	f0c6689161e1cc1105b2b52ae	How do I make money from home?	How do I earn money from the Internet?	1.0
201779	743672264ae3c7d78a4c6dec3	How is IQ related to intelligence?	How does my Iq relate to my intelligence?	1.0
3966	0a9912676313adfb9b48dbce9	What are contact details of Michael Stevens of Vsauce?	From where and how does Michael Stevens of the Youtube Vsauce channel collect so much data to compile into videos?	0.0
134386	f99418081a28c3fd2394182ae	What are the early and common signs of pregnancy?	What are common early pregnancy symptoms or signs that make you feel you may be pregnant?	1.0
294102	89b072622d8dbcc66e6d5139c	Who were the first two humans to have sex?	What colour were the first humans?	0.0
251238	05b7892bad5e93fa2a2b76269	Which is the best ecommerce app builder?	Who are the best E-commerce mobile app builder?	0.0
344926	9ef843b5f93382a80421c708d	Why didn't Britain continue colonizing Hong Kong?	Why did the British return Hong Kong to China?	0.0
275155	aa06cf73d4fa168b7a6f3ee44	What is percolation in the water cycle? What are some examples?	How is evaporation important to the water cycle?	0.0
324750	19cbdff64ce69aadb0e694dc7	Which animals regard humans as their prey?	Why do we as humans find many prey animals to be cute?	0.0
162744	635da1ee6a58090ef547c898a	What is the average package in Alliance University Bangalore for an MBA graduate?	I am a commerce graduate. What is the likely package I can expect if I do MBA from SIBM Bangalore?	0.0
310016	66633ee06d2f789f41244e651	How can I buy cheap wholesale knockoff accessories?	How do I buy cheap wholesale socks?	0.0
304418	8476469d0cf52cf6464992a6f	"""Are there """"Ivy League"""" level colleges and universities on the West Coast?"""	What is an ivy league school? Is Vanderbilt University an ivy league school?	0.0
330433	fe825061a53d05e7f43530ca5	How can I market a mobile app in schools?	What is the best way to market a mobile app?	0.0
205587	90aed05671476d1e0df6e96bf	Because old always remain in his past sexual feelings?	Artifacts/building remains from the past are always found buried beneath the ground. Is this because they've sunk or because the earth is expanding? Is the earth getting bigger?	0.0
129369	14cfd2a5e9b453f14a613be0c	What do you think is the most important thing in life?	What are the most important things in life? And why?	1.0
157614	ebfe8fe7d6e78e68eb28a48e0	Why do earthquakes happen?	Where do earthquakes mostly happen?	0.0
153349	75de0e367897bbc6977fc2ccb	What are some signs of being mentally weak?	Is moving on a sign of weakness?	0.0
120502	2b4d718031ebbf0c6bb2012d5	Should I convert to Reform Judaism?	If I want to be Jewish, should I convert via Conservative Judaism or Modern Orthodox Judaism?	0.0
149039	f5916a456558bd5456c563699	How old is the Hindu religion?	How old is Hinduism?	1.0
8736	4b8ac40ae7b9f1a361201503c	What is the reaction between ammonia and sulfuric acid?	What is the reaction between sulfuric acid and aluminum?	0.0
357282	3d6adb7b324f89d7878c5ce70	Why can we taste things in our brain?	What are some examples of the best Mcguffins, and the best films without a Mcguffin?	0.0
127346	c7851cd2cd5171a3c51f14801	How can I lose weight quickly?	How can I lose my weight fast?	1.0
218368	540500896c5899400b9016b82	What are some good and cheap hotels or hostels within walking distance of the train station in Athens?	What are some good and cheap hotels or hostels within walking distance of the train station in Rome?	0.0
346388	a0f255ff6f40b6b8f3074b850	"""How do you differentiate between """"lying"""" and """"lieing""""?"""	English: What is the difference between lie and lye?	0.0
3090	bc5fbecb8ed5a46f10ad08f35	What is the Logic behind RAC (Reservation Against Cancellation) Seats in Indian Railways, when there already is a system of waitlisted tickets?	How much time does it take a ticket to transition from RAC (reservation against cancellation) status to confirmed status?	0.0
245741	9acfec8c005f0082c4c408601	My girlfriend talks to her ex and deny it to me. Should I be worried?	Is it acceptable to date during one's conversion to orthodox Judaism?	0.0
481	ba5b078d7c3b14f295e864282	Is it safe to lose 25 pounds in 1 month?	Is it healthy to lose 13 pounds in a month?	0.0
379161	1924d31e497fb81b0efdae505	Could the recent incidents between the USA and Russia lead to war?	Will there be a war between Russia and America?	1.0
15314	5caea2ffbb29fb0f840310e56	I want to install sequential cng kit in my Alto K10, which brand should I choose and best dealer available in Noida/Delhi.?	Why is Watergate important and how was it built?	0.0
327066	95d79553744728e1863814a1e	Why do people study psychology?	What motivates people to study psychology?	0.0
175719	45c989f2af58ba9adf2de8211	Which is the best online shopping site for sarees in India?	What are the best sites to shop online in Canada?	0.0
349978	835701d9ee695c0adf28b7530	What happens if you drink right before the alcohol test?	COMMENT ON GIRL?	0.0
272490	2ece7197faf654ef1df668e36	I've recently started smelling an indescribable sharp, acrid smell. Should I be worried?	What does war smell like?	0.0
157938	fa0ac3d3842b0d67e0f74f362	If vacuum gravitational and dark energy is created without limit as universe expands?	Is vacuum energy infinite?	1.0
47598	dfb4692d7f791c7f5baad19ba	What is the booting process?	What exactly is the booting process?	1.0
295379	a4756e20b3d823a4d5a1701de	Configure orangescrum in Linux?	Is transcript from college needed for Australia student visa?	0.0
199204	69d0d3111cc7e5afabd08cc53	How many inches of fingernail does a person trim/grow over the course of their life?	How fast do fingernails grow?	0.0
392870	d492666e40740a51cd488bc8c	How do I get over failure?	How do I get over a major failure?	1.0
161637	af5b42fb709482a42539af71c	How can I determine that a positive integer has exactly one zero in its binary representation?	How can I write a program for converting binary numbers into decimals in java?	0.0
3463	19b77e4efc43ae6e8f8393171	Where can I watch in English dub boruto Naruto the movie?	Naruto: when will they english dub up to the last chapter?	0.0
170376	281ee56af1294d1d2ae60aae1	What are major and defining characteristics of Americans?	Which are the major landforms in USA and what characteristics do they have?	0.0
351312	d515bc4286f2b7f3b6be2aca9	How do you change the separator comma in Excel from millions to lakhs (and vice versa)?	How can I display numbers in excel in lakhs with commas?	0.0
289566	87b5ca3bff004ad136730a8b3	How can I become fluent to write answers in English?	How can I become fluent in English?	0.0
2512	0d66c5e812a16eb729c457961	Why is India afraid of having referendum in Kashmir?	What is so wrong with the idea of having a referendum on Kashmir?	0.0
